route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message
9512,c_5988_b_6309_d_31,t_225494_b_6309_tn_0,,,0,12525,p_176702,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_225495_b_6309_tn_0,,,0,12526,p_176705,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_225496_b_6309_tn_0,,,0,12527,p_176707,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_225497_b_6309_tn_0,,,0,12530,p_176708,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_225498_b_6309_tn_0,,,0,12530,p_176709,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_225499_b_6309_tn_0,,Praça,0,12531,p_176688,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_225521_b_6309_tn_0,,,0,12532,p_176712,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_236228_b_6309_tn_0,,,0,12513,p_176692,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_236238_b_6309_tn_0,,,0,12520,p_176686,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_240762_b_6309_tn_0,,,0,12520,p_176684,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_240763_b_6309_tn_0,,,0,12520,p_176686,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_240765_b_6309_tn_0,,,0,12521,p_176713,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_240766_b_6309_tn_0,,,0,12523,p_176713,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_240767_b_6309_tn_0,,,0,12525,p_176713,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_247684_b_6309_tn_0,,Praça,0,12526,p_176703,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_405868_b_6309_tn_0,,,0,12530,p_176710,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_405869_b_6309_tn_0,,Praça,0,12530,p_176711,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_535756_b_6309_tn_0,,Praça,0,12516,p_176694,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_538309_b_6309_tn_0,,Praça,0,12526,p_176704,,,,,,,,,,
9512,c_5988_b_6309_d_31,t_539732_b_6309_tn_0,,Praça,0,12519,p_176696,,,,,,,,,,
