stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding
2429702,,,Parada em frente á Máquinas Sazi,,-29.215003,-51.368602,,,0,,America/Sao_Paulo,,,0
2429703,,,RSC- 453 (Em frente á ITM),,-29.2149215729201,-51.3734041873134,,,0,,America/Sao_Paulo,,,0
2429704,,,Rua Luciano Cortuis esquina com Rua Garibaldi,,-29.210236,-51.362626,,,0,,America/Sao_Paulo,,,0
2429705,,,Rua Luciano Cortuis esquina com Rua Paulo Tartarotti,,-29.209894063471,-51.362476565633,,,0,,America/Sao_Paulo,,,0
2429706,,,Rua Luciano Cortuis próximo Rua Vitório Tartaroti,,-29.208946511058,-51.362699460401,,,0,,America/Sao_Paulo,,,0
2429707,,,Rua Minas Gerais (metade da quadra),,-29.211557,-51.364496,,,0,,America/Sao_Paulo,,,0
2429708,,,Rua Odila Luiz Maliverno Tartarotti esquina com Rua Vitório Tartarotti,,-29.212203,-51.36330351,,,0,,America/Sao_Paulo,,,0
2429709,,,Rota do Sol Euclides Triches depois de Rua Vicentina,,-29.21487999,-51.36516899,,,0,,America/Sao_Paulo,,,0
2429710,,,Rua Garibaldi com Rua Cristiano Antonio Frederico Fetter,,-29.21035938,-51.36042684,,,0,,America/Sao_Paulo,,,0
2429711,,,Rua Garibaldi co Rua Condor,,-29.21032192,-51.35855466,,,0,,America/Sao_Paulo,,,0
2429712,,,Rua Garibaldi co Rua Condor,,-29.21022359,-51.35840714,,,0,,America/Sao_Paulo,,,0
2429713,,,Rua Garibaldi com Rua Brasilia,,-29.21030085,-51.35647863,,,0,,America/Sao_Paulo,,,0
2429714,,,Rua Garibaldi com Rua Brasilia,,-29.2101955,-51.35627747,,,0,,America/Sao_Paulo,,,0
2429715,,,Rua Garibaldi com Rua Luigi Sperafico,,-29.210230792001,-51.354487968722,,,0,,America/Sao_Paulo,,,0
2429717,,,Rodia dos Romeiros antes Avenida Prefeito Arno Domingos Busetti,,-29.20956808,-51.35232925,,,0,,America/Sao_Paulo,,,0
2429718,,,Rodia dos Romeiros Rodia dos Romeiros depois de Avenida Prefeito Arno Domingos Busetti Avenida Prefeito Arno Domingos Busetti,,-29.20971323,-51.35207176,,,0,,America/Sao_Paulo,,,0
2429719,,,Rodoviaria dos Romeiros depois de Avenida Prefeito Arno Domingos Busetti,,-29.21065904,-51.35181427,,,0,,America/Sao_Paulo,,,0
2429720,,,Rodoviaria dos Romeiros com Avenida Prefeito Arno Domingos Busetti,,-29.21005269,-51.35110348,,,0,,America/Sao_Paulo,,,0
2429721,,,Rodoviaria dos Romeiros com Avenida Prefeito Arno Domingos Busetti,,-29.2101159,-51.35040343,,,0,,America/Sao_Paulo,,,0
2429722,,,Rua São Vicente com Avenida Prefeito Arno Domingos Busetti,,-29.20944165,-51.3482067,,,0,,America/Sao_Paulo,,,0
2429723,,,Rua São Vicente com Avenida Prefeito Arno Domingos Busetti,,-29.20946506,-51.34798139,,,0,,America/Sao_Paulo,,,0
2429724,,,Rua Veneto com TV Barra de Santa Rita,,-29.21068713,-51.34423435,,,0,,America/Sao_Paulo,,,0
2429725,,,Rua Veneto depois de Rua Humberto Jaconi,,-29.21219012,-51.34559155,,,0,,America/Sao_Paulo,,,0
2429726,,,Rua Veneto com Rua Luiz Fagherazzi,,-29.21443753,-51.34542525,,,0,,America/Sao_Paulo,,,0
2429727,,,Rua Domenico Fin com Rua Marcos Benvenutti,,-29.21569466,-51.34334922,,,0,,America/Sao_Paulo,,,0
2429728,,,Rua Odilon Pratti com Rua Domenico Fin,,-29.21603878,-51.34408146,,,0,,America/Sao_Paulo,,,0
2429729,,,Rua Domenico  Fin com Rua Humberto Jaconi,,-29.21609263,-51.34480029,,,0,,America/Sao_Paulo,,,0
2429730,,,Rua Humberto Jaconi com Rua Domenico,,-29.21627991,-51.34487271,,,0,,America/Sao_Paulo,,,0
2429731,,,Rua Toscana com Rua Humberto Jaconi,,-29.21768449,-51.34475201,,,0,,America/Sao_Paulo,,,0
2429732,,,Rua Lateral com Rua Humberto Jaconi,,-29.21870748,-51.34500682,,,0,,America/Sao_Paulo,,,0
2429733,,,Rua Domenico Fin con Rua Vêneto,,-29.21635716,-51.34662285,,,0,,America/Sao_Paulo,,,0
2429734,,,Museo Municipal,,-29.216572509907,-51.346573087411,,,0,,America/Sao_Paulo,,,0
2429735,,,Rua São Vicente com Rua Domenico Fin,,-29.21621319,-51.34795189,,,0,,America/Sao_Paulo,,,0
2429736,,,Rua Monsenhor Thiago Bombardelli depois de Rua Prefeito Schneider,,-29.21820886,-51.34945393,,,0,,America/Sao_Paulo,,,0
2429737,,,Rua Júlio de Castilhos antes de Avenida Paulo Broilo,,-29.21783782,-51.34911597,,,0,,America/Sao_Paulo,,,0
2429738,,,Rota do Sol Euclides Triches depois de Rua Domenico Fin,,-29.21694709,-51.34910792,,,0,,America/Sao_Paulo,,,0
2429739,,,Rua Domenico Fin com Rota do Sol Euclides Triches,,-29.21650698,-51.34939224,,,0,,America/Sao_Paulo,,,0
2429740,,,Rua Domenico Fin com Rota do Sol Euclides Triches,,-29.21641568,-51.34927958,,,0,,America/Sao_Paulo,,,0
2429741,,,Rua Monsenhor Thiago Bombardelli com Rua Angelo Mario Schenato,,-29.21722098,-51.35331362,,,0,,America/Sao_Paulo,,,0
2429742,,,Rua Monsenhor Thiago Bombardelli com Rua Angelo Mario Schenato,,-29.21709925,-51.35346383,,,0,,America/Sao_Paulo,,,0
2429743,,,Rodovia dos Romeiros com Rotado Sol Euclides Triches,,-29.21466929,-51.35122955,,,0,,America/Sao_Paulo,,,0
2429744,,,Rua Sao Vicente com Rua Luiz Fagherazzi,,-29.2145101,-51.34800687,,,0,,America/Sao_Paulo,,,0
2429745,,,Rua Sao Vicente com Rua Luiz Fagherazzi,,-29.21458034,-51.34792641,,,0,,America/Sao_Paulo,,,0
2429746,,,Rua São Vicente com Rua Aratiba,,-29.21143746,-51.34807929,,,0,,America/Sao_Paulo,,,0
2429747,,,Rua São Vicente com Rua Aratiba,,-29.21148662,-51.34800151,,,0,,America/Sao_Paulo,,,0
2429748,,,Rua Vicentina com Rua Amando Antonello,,-29.21617924,-51.35192692,,,0,,America/Sao_Paulo,,,0
2429749,,,Rua Angelo Mario Schenato com Rua Vicentina,,-29.21617924,-51.35324389,,,0,,America/Sao_Paulo,,,0
2429750,,,Rua Angelo Mario Schenato com Rua Vicentina,,-29.21627639,-51.35333642,,,0,,America/Sao_Paulo,,,0
2429751,,,Rua Luiz Sperafico com Rua Vicentina,,-29.2159709,-51.35463595,,,0,,America/Sao_Paulo,,,0
2429752,,,Rua Luiz Sperafico depois de Rua Vicentina,,-29.21605985,-51.3559556,,,0,,America/Sao_Paulo,,,0
2429753,,,Rua São Paulo com Rota do Sol Euclides Triches,,-29.21484955,-51.35317683,,,0,,America/Sao_Paulo,,,0
2429754,,,Rua São Paulo com Rota do Sol Euclides Triches,,-29.21475123,-51.35332435,,,0,,America/Sao_Paulo,,,0
2429755,,,Rota do Sol Euclides Triches com Rua Luigi Sperafico,,-29.21402785,-51.35486126,,,0,,America/Sao_Paulo,,,0
2429756,,,Rua Luigi Sperafico com Rua Santa Catarina,,-29.21197942,-51.35460913,,,0,,America/Sao_Paulo,,,0
2429757,,,Rua Luigi Sperafico com Rua Albino Joao Fetter,,-29.21279412,-51.3545984,,,0,,America/Sao_Paulo,,,0
2429758,,,Rua Vicentina com Rua Vitorio Dal Monte,,-29.21651869,-51.35823548,,,0,,America/Sao_Paulo,,,0
